words,tags
"Ngày 10/5 , mua nguyên_vật_liệu nhập kho , hoá_đơn số 1356 , giá mua chưa thuế 300 triệu đồng , thuế GTGT 10% chưa thanh_toán người bán .",B-DATE I-DATE O O O O O O B-VOUCHER_TYPE O O O O O O O B-MONEY I-MONEY I-MONEY O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O
"Ngày 20/5 , xuất kho nguyên_vật_liệu cho sản_xuất sản_phẩm , phiếu xuất kho 0305 , tổng giá xuất 200 triệu đồng .",B-DATE I-DATE O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-MONEY I-MONEY I-MONEY O
"Ngày 22/5 , phiếu chi số 025 , chi mua nguyên_vật_liệu dùng ngay cho trực_tiếp sản_xuất , giá mua 200 triệu đồng , thuế_suất GTGT 10% .",B-DATE I-DATE O O O O O O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY O O B-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Ngày 23/5 , phiếu chi 035 chi mua vật_liệu phụ nhập kho , giá mua 120 triệu đồng , thuế GTGT 10% .",B-DATE I-DATE O O O O O O O O O O O O O B-MONEY I-MONEY I-MONEY O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Ngày 26/5 , rút_tiền gửi ngân_hàng nhập quỹ tiền_mặt , phiếu thu số 025 số tiền 200 triệu đồng .",B-DATE I-DATE O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O B-MONEY I-MONEY I-MONEY O
"Ngày 31/5 , chi_trả lương công_nhân thuê ngoài là 80 triệu đồng ( phiếu chi số 045 ) .",B-DATE I-DATE O O O O O O O B-MONEY I-MONEY I-MONEY O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O
"Công_ty A & E kinh_doanh thương_mại chuyên mua_bán hàng_hoá , có các nghiệp_vụ kinh_tế phát_sinh sau :",O O O O O O O O O O O O O O O O O
Ngày 1/10 : tồn_quỹ tiền_mặt : 200.000.000 đồng .,B-DATE I-DATE O O O O B-MONEY I-MONEY O
"Ngày 2/10 : Thu tiền hàng bằng tiền_mặt , phiếu thu số 01510 , số tiền 16.500.000 đồng .",B-DATE I-DATE O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-MONEY I-MONEY O
"Ngày 3/10 , phiếu chi số 0110 chi mua hàng_hoá K nhập kho , giá mua chưa thuế theo hoá_đơn 0350128 là 10.000.000 đồng , thuế GTGT 10% .",B-DATE I-DATE O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O B-VOUCHER_TYPE O O B-MONEY I-MONEY O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Ngày 4/10 , chi tạm_ứng cho công_nhân_viên , phiếu chi số 02/10 , số tiền 30.000.000 đồng .",B-DATE I-DATE O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-MONEY I-MONEY O
"Ngày 5/10 , chi thanh_toán lương cho công_nhân_viên , phiếu chi số 03/10 , số tiền 100.000.000 đồng .",B-DATE I-DATE O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-MONEY I-MONEY O
"Ngày 10/10 , khách_hàng thanh_toán số nợ trước_kia bằng tiền_mặt , phiếu thu số 016/10 , số tiền 25.000.000 đồng .",B-DATE I-DATE O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-MONEY I-MONEY O
"Ngày 15/10 , chi cho quản_lý doanh_nghiệp , phiếu chi 0410 , số tiền 10.000.000 đồng .",B-DATE I-DATE O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O B-MONEY I-MONEY O
"Ngày 15/10 , thu khách_hàng trả nợ , phiếu thu số 01710 , số tiền 15.000.000 đồng .",B-DATE I-DATE O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-MONEY I-MONEY O
"Ngày 20/10 , bán hàng thu tiền trực_tiếp , giá bán không thuế GTGT 18.000.000 đồng , thuế GTGT 10% .",B-DATE I-DATE O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-MONEY I-MONEY O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Ngày 30/10 , doanh_nghiệp chuyển số tiền thừa nộp vào ngân_hàng .",B-DATE I-DATE O O O O O O O O O O
"Ngày 1/3/2020 , Công_ty cổ_phần C & AE mua một xe ô_tô trị_giá bao_gồm cả thuế GTGT 10% là 880.000.000 đồng đã trả bằng chuyển_khoản , khoản lệ_phí trước_bạ 10% giá_trị xe và tiền đăng_ký xe là 20.000.000 đồng đã nộp bằng tiền_mặt .",B-DATE I-DATE O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-MONEY I-MONEY O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O
"Trong tháng 8/2020 , Công_ty C & AE mua một thiết_bị sản_xuất bằng vốn vay dài_hạn từ ngân_hàng trị_giá chưa thuế GTGT là 1 tỷ đồng .",O B-DATE I-DATE O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O B-MONEY I-MONEY I-MONEY O
"Tháng 8/2020 , Công_ty tiến_hành mua một dây_chuyền sản_xuất mới với giá mua chưa thuế GTGT là 2.000.000.000 đồng chưa thanh_toán cho người bán .",B-DATE I-DATE O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O B-MONEY I-MONEY O O O O O O
"Các chi_phí lắp_đặt chạy thử dây_chuyền mới bao_gồm : vật_liệu xuất dùng là 5.000.000.000 đồng , chi_phí thuê nhân_công lắp_đặt đã trả bằng tiền gửi ngân_hàng là 10.000.000 đồng , các chi_phí khác bằng tiền là 5.000.000 đồng .",O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O B-MONEY I-MONEY O
Đến tháng 9/2020 hoàn_thành việc lắp_đặt và tiến_hành bàn_giao dây_chuyền sản_xuất cho phân_xưởng .,O B-DATE I-DATE O O O O O O O O O O O
"Trong tháng 4/2020 , Công_ty C & AE tiến_hành đầu_tư xây_dựng một nhà_xưởng với các chi_phí phát_sinh đã tập_hợp gồm : giá_trị vật_liệu xuất dùng là 50.000.000 đồng , chi_phí thuê nhân_công xây_dựng đã trả bằng tiền_mặt là 20.000.000 đồng , chi_phí thuê máy thi_công chưa trả bao_gồm cả thuế GTGT 10% là 16.500.000 đồng .",O B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-MONEY I-MONEY
"Đến tháng 12/2020 , đơn_vị hoàn_thành quá_trình xây_dựng và bàn_giao đưa nhà_xưởng vào sử_dụng .",O B-DATE I-DATE O O O O O O O O O O O O
"Ngày 1/6/2020 , Công_ty C & AE thanh_lý một thiết_bị sản_xuất có nguyên giá là 200.000.000 đồng được đưa vào sử_dụng từ tháng 11/2015 , giá_trị hao_mòn đã trích đến tháng_ngày 30/5 là 180.000.000 VND .",B-DATE I-DATE O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O B-DATE I-DATE O O O O O O O B-DATE O B-MONEY I-MONEY O
Các chi_phí bỏ ra trong quá_trình thanh_lý đã trả bằng tiền_mặt bao_gồm cả thuế GTGT 10% là 5.500.000 đồng .,O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-MONEY I-MONEY
Các khoản thu được từ thanh_lý bằng chuyển_khoản cả thuế GTGT 10% là 11.000.000 đồng .,O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-MONEY I-MONEY
"Tháng 7/2020 , Công_ty C & AE tiến_hành góp vốn với Công_ty cổ_phần BAC thành_lập cơ_sở liên_doanh đồng kiểm_soát bằng một thiết_bị sản_xuất có nguyên giá là 1.500.000.000 đồng , hao_mòn luỹ kế đến thời_điểm góp vốn là 500.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O B-MONEY I-MONEY O
Giá_trị góp vốn được hai bên ghi_nhận là 900.000.000 đồng .,O O O O O O O O B-MONEY I-MONEY O
"Công_ty TNHH Shinee Việt_Nam tính thuế GTGT theo phương_pháp khấu_trừ , có tài_liệu về thiết_bị sản_xuất mua ngoài dùng cho bộ_phận sản_xuất như sau :",O O O O O B-TAX_TYPE I-TAX_TYPE O O O O O O O O O O O O O O O O O O
"Ngày 20/3/2016 , công_ty mua thiết_bị đưa vào lắp_đặt , tổng_số tiền phải thanh_toán ghi trên hoá_đơn người bán bao_gồm thuế GTGT 10% là 396.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-MONEY I-MONEY
Hoá_đơn đã thanh_toán bằng tiền_mặt cho bên vận_chuyển 2.750.000 đồng ( bao_gồm thuế GTGT 10% ) .,O O O O O O O O B-MONEY I-MONEY O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O
"Ngày 11/04/2016 , xuất nguyên_vật_liệu phục_vụ việc chạy thử 8.000.000 đồng .",B-DATE I-DATE O O O O O O O B-MONEY I-MONEY O
"Ngày 15/04/2016 , hoàn_thành việc chạy thử , công_ty hỗ_trợ cho nhân_viên tham_gia lắp_đặt , chạy thử bằng tiền_mặt 12.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
"Ngày 19/04/2016 , bàn_giao và đưa thiết_bị sản_xuất vào sử_dụng cho Phân_xưởng I.",B-DATE I-DATE O O O O O O O O O O O
"Công_ty xác_định thời_gian sử_dụng dự_kiến của thiết_bị sản_xuất là 10 năm , tính khấu_hao theo phương_pháp đường_thẳng .",O O O O O O O O O O O O O O O O O O
"Ngày 19/04/2016 , chuyển_khoản thanh_toán cho người bán sau khi trừ chiết_khấu thanh_toán hưởng 1,5% .",B-DATE I-DATE O O O O O O O O O O O O O O
"Đến ngày 21/11/2020 , công_ty quyết_định nhượng bán thiết_bị trên .",O B-DATE I-DATE O O O O O O O O
"Công_ty TNT Việt_Nam chấp_nhận mua với tổng giá thanh_toán 264.000.000 đồng ( bao_gồm thuế GTGT 10% , đã xuất hoá_đơn ) .",O O O O O O O O O B-MONEY I-MONEY O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O
Hoá_đơn đã thanh_toán cho bên môi_giới bằng tiền_mặt 5.500.000 đồng ( bao_gồm thuế GTGT 10% ) .,B-VOUCHER_TYPE O O O O O O O B-MONEY I-MONEY O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O
Hãy định khoản nghiệp_vụ nhượng bán thiết_bị sản_xuất này .,O O O O O O O O O O
"Tháng 01/2020 , Công_ty TNHH Xây_dựng và Thương_mại Hà_Thành mua máy_ủi đất ( mới 100% ) với nguyên giá 450.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY
Xác_định mức khấu_hao trích trong các tháng năm 2020 .,O O O O O O O B-DATE I-DATE O
Tháng : Tháng 1 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 14.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 2 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 15.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 3 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 18.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 4 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 16.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 5 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 15.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 6 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 14.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 7 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 15.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 8 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 14.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 9 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 16.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 10 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 16.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 11 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 18.000,O O B-DATE I-DATE O O O O O O O O O
Tháng : Tháng 12 ; Khối_lượng sản_phẩm hoàn_thành ( m3 ) : 18.000,O O B-DATE I-DATE O O O O O O O O O
"Công_ty TNHH Long_Pie tính thuế GTGT theo phương_pháp khấu_trừ , có tình hình về TSCĐ hữu_hình đầu tháng 4/2020 như sau :",O O O O B-TAX_TYPE I-TAX_TYPE O O O O O O O O O O O B-DATE I-DATE O O O
TK 211 Dư_Nợ đầu tháng : 3.688.000.000 đồng .,B-ACCOUNT_NUMBER I-ACCOUNT_NUMBER O O O O B-MONEY I-MONEY O
TK 2141 Dư_Có đầu tháng : 1.865.000.000 đồng .,B-ACCOUNT_NUMBER I-ACCOUNT_NUMBER O O O O B-MONEY I-MONEY O
"Tháng 3/2020 không có biến_động về TSCĐ và mức khấu_hao trích tháng 3/2020 là 86.000.000 đồng , trong đó : bộ_phận sản_xuất 45.000.000 đồng , bộ_phận bán hàng 13.000.000 đồng , bộ_phận QLDN : 28.000.000 đồng .",B-DATE I-DATE O O O O O O O O O B-DATE I-DATE O B-MONEY I-MONEY O O O O O O B-MONEY I-MONEY O O O O B-MONEY I-MONEY O O O O B-MONEY I-MONEY O
Trong tháng 4/2020 có các nghiệp_vụ phát_sinh như sau :,O B-MONEY I-MONEY O O O O O O O
"Ngày 7/4/2020 , mua và đưa vào sử_dụng một máy_phát_điện cho bộ_phận sản_xuất theo giá mua cả thuế GTGT 10% là 363.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-MONEY I-MONEY
Công_ty đã chuyển_khoản thanh_toán cho người bán sau khi trừ chiết_khấu thanh_toán được hưởng 1% ( tính trên tổng giá thanh_toán ) .,O O O O O O O O O O O O O O O O O O O O O O O
Chi_phí phát_sinh trước sử_dụng tiền_mặt 2.400.000 đồng .,O O O O O B-MONEY I-MONEY O
Thời_gian sử_dụng dự_kiến 10 năm .,O O O O O O
"Ngày 16/4 , công_ty thanh_lý một thiết_bị văn_phòng có nguyên giá 180.000.000 đồng , đã trích khấu_hao đủ từ tháng 12/2019.",B-DATE I-DATE O O O O O O O O O B-MONEY I-MONEY O O O O O O B-DATE I-DATE
"Chi_phí thanh_lý bằng tiền_mặt 3.000.000 đồng , số tiền_mặt thu được từ thanh_lý 9.350.000 đồng ( bao_gồm cả thuế GTGT 10% ) .",O O O O B-MONEY I-MONEY O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O
"Ngày 21/4 , Công_ty nhận vốn góp liên_doanh bằng một phương_tiện vận_tải mới , dùng cho bộ_phận bán hàng với giá_trị vốn góp được xác_định là 720.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Các chi_phí phát_sinh trước sử_dụng bằng tiền_mặt 18.000.000 đồng .,O O O O O O O B-MONEY I-MONEY O
Thời_gian sử_dụng 8 năm .,O O O O O
"Ngày 25/4 , Công_ty bán một thiết_bị đã lỗi_thời của bộ_phận sản_xuất , nguyên giá thiết_bị 320.000.000 đồng , số khấu_hao trích đến hết tháng 3/2020 là 290.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O B-DATE I-DATE O B-MONEY I-MONEY O
Số tiền_mặt chi ra thanh_toán phục_vụ hoạt_động nhượng bán 6.000.000 đồng .,O O O O O O O O O B-MONEY I-MONEY O
"Số tiền gửi thu được từ nhượng bán 22.000.000 đồng , đã bao_gồm thuế GTGT 10% .",O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
Biết rằng thiết_bị có thời_gian sử_dụng 8 năm .,O O O O O O O O O
Xác_định giá nhập kho vật_tư C ?,O O O O O O O
"Ngày 15/7/2021 , Công_ty C & AE tiến_hành mua và nhập kho vật_tư A với giá mua chưa thuế GTGT ( thuế_suất thuế GTGT là 10% ) là 200.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O O B-TAX_TYPE I-TAX_TYPE O B-TAX_RATE I-TAX_RATE O O B-MONEY I-MONEY
Công_ty đã thanh_toán cho người bán bằng chuyển_khoản và được người bán cho hưởng chiết_khấu thanh_toán 1% nhận bằng tiền_mặt .,O O O O O O O O O O O O O O O O O O O O O
"Căn_cứ vào hợp_đồng , hoá_đơn mua hàng , biên_bản kiểm_nhận , phiếu nhập kho , chứng_từ thanh_toán , hãy định khoản các nghiệp_vụ trên .",O O B-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O
"Ngày 20/5/2021 , công_ty tiến_hành các thủ_tục nhập kho vật_tư B nhưng không có hoá_đơn mua hàng kèm theo .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O
Công_ty xác_định giá tạm tính để nhập kho là 30.000.000 đồng .,O O O O O O O O O B-MONEY I-MONEY O
"Ngày 20/8/2021 , công_ty tiến_hành mua vật_tư C và nhận được hoá_đơn mua hàng với giá thanh_toán gồm cả thuế GTGT 10% là 55.000.000 đồng và đến cuối tháng 8 số vật_tư mua về chưa nhập kho .",B-DATE I-DATE O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-MONEY I-MONEY O O O B-DATE I-DATE O O O O O O O
"Ngày 15/4/2021 , Công_ty AE xuất kho vật_tư A cho các bộ_phận sử_dụng như sau :",B-DATE I-DATE O O O O O O O O O O O O O O
"Xuất cho sản_xuất sản_phẩm tại phân_xưởng là 60.000.000 đồng , cho dùng chung tại phân_xưởng là 5.000.000 đồng , cho bộ_phận bán hàng là 15.000.000 đồng và cho bộ_phận quản_lý doanh_nghiệp là 20.000.000 đồng .",O O O O O O O B-MONEY I-MONEY O O O O O O O B-MONEY I-MONEY O O O O O O B-MONEY I-MONEY O O O O O O B-MONEY I-MONEY O
"Kế_toán căn_cứ vào Phiếu yêu_cầu vật_tư , Phiếu xuất kho , Bảng phân_bổ nguyên_vật_liệu hãy định khoản các nghiệp_vụ kể trên .",O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O
"Ngày 15/10/2021 , Công_ty xuất kho vật_tư B đêm góp vốn liên_doanh tại cơ_sở đồng kiểm_soát trị_giá 200.000.000 đồng và số vốn góp được các bên chấp_nhận là 190.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O B-MONEY I-MONEY O
"Kế_toán căn_cứ vào Hợp_đồng góp vốn liên_doanh , Biên_bản bàn_giao tài_sản góp vốn , Phiếu xuất kho và các chứng_từ liên_quan , hãy ghi sổ các nghiệp_vụ kể trên .",O O O B-VOUCHER_TYPE O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O
"Ngày 24/6/2021 , Công_ty xuất dùng một_số dụng_cụ cho bộ_phận sản_xuất thuộc loại phân_bổ một lần trị_giá 10.000.000 đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Kế_toán căn_cứ vào Phiếu xuất kho CCDC hãy ghi sổ các nghiệp_vụ kể trên .,O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O
"Ngày 10/2/2021 , Công_ty xuất kho công_cụ thuộc loại phân_bổ 2 lần trị_giá 20.000.000 đồng cho bộ_phận bán hàng .",B-DATE I-DATE O O O O O O O O O O O B-MONEY I-MONEY O O O O O
"Căn_cứ vào Phiếu xuất kho và các chứng_từ liên_quan , hãy ghi sổ các nghiệp_vụ kể trên .",O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O
"Công_ty TNHH Minh_Long tính thuế GTGT theo phương_pháp khấu_trừ , kế_toán hàng tồn_kho theo phương_pháp kê_khai thường_xuyên , có tình hình về vật_liệu M trong tháng 6 năm 2021 như sau :",O O O O B-TAX_TYPE I-TAX_TYPE O O O O O O O O O O O O O O O O O O O B-DATE I-DATE I-DATE I-DATE O O O
Tình_hình đầu kỳ,O O O
"Vật_liệu M tồn_kho : số_lượng tồn 12.000 mét , đơn_giá tồn 25.000 đ / mét .",O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O
"Vật_liệu M đang đi đường : 4.000 mét , đơn_giá 24.000 đ / mét .",O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O
"Tình_hình trong kỳ : Ngày 2/6 , Vật_liệu M đi đường về nhập kho với số_lượng 4.000 mét , hoá_đơn vận_chuyển đã thanh_toán bằng tiền_mặt 3.520.00 đồng , đã bao_gồm thuế GTGT 10% .",O O O O B-DATE I-DATE O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Ngày 8/6 , xuất kho vật_liệu M sử_dụng cho sản_xuất sản_phẩm , số_lượng xuất 5.000 mét .",B-DATE I-DATE O O O O O O O O O O O O O O O
"Ngày 16/6 , nhập kho vật_liệu M cho nhu_cầu dùng chung ở phân_xưởng I , số_lượng xuất 1.600 mét .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O
"Ngày 19/6 , nhập kho vật_liệu M do mua ngoài , số_lượng mua và nhập kho 10.000 mét .",B-DATE I-DATE O O O O O O O O O O O O O O O O O
"Tổng_số tiền phải thanh_toán cho người bán theo hoá_đơn 286.000.000 đồng , đã bao_gồm thuế GTGT 10% .",O O O O O O O O B-VOUCHER_TYPE B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Ngày 22/6 , chuyển_khoản thanh_toán cho người bán sau khi trừu chiết_khấu thanh_toán 1% được hưởng .",B-DATE I-DATE O O O O O O O O O O O O O O O
"Ngày 25/6 , xuất kho vật_liệu M cho sản_xuất sản_phẩm , số_lượng xuất 8.000 mét .",B-DATE I-DATE O O O O O O O O O O O O O O
"Ngày 26/6 , nhận vốn góp bằng vật_liệu M , số_lượng nhận và nhập kho 5.000 mét , đơn_giá được thoả_thuận 22.000 đồng / mét .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O
"Chi_phí vận_chuyển công_ty chịu 1.650.000 đồng , bao_gồm thuế GTGT 10% và đã thanh_toán bằng tiền_mặt .",O O O O B-MONEY I-MONEY O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O
"Ngày 28/6 , mua vật_liệu M với số_lượng mua 6.000 mét , đơn_giá 24.000 đồng / mét , thuế GTGT 10% , đã nhận được hoá_đơn nhưng cuối tháng số hàng này chưa về nhập kho .",B-DATE I-DATE O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O O O O O O O O O O O O O O O
"Ngày 30/6 , theo kết_quả kiểm_kê thực_tế , số vật_liệu M thực_tế thấp hơn trong sổ_sách 12 mét , công_ty xác_định đây là phần hao_hụt trong định_mức và ghi_nhận vào giá_vốn hàng bán trong kỳ .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Công_ty TNHH Hải_Long tính thuế GTGT theo phương_pháp khấu_trừ , có một_số nghiệp_vụ phát_sinh như sau :",O O O O B-TAX_TYPE I-TAX_TYPE O O O O O O O O O O O
"Ngày 20/2/2020 , mua 10 chiếc dụng_cụ X với đơn_giá mua chưa thuế GTGT 10% là 12.000.000 đồng / chiếc , đã nhận được hoá_đơn nhưng cuối tháng hàng vẫn chưa về đến công_ty .",B-DATE I-DATE O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O O O O B-VOUCHER_TYPE O O O O O O O O O
"Ngày 15/3/2020 , số dụng_cụ Y nối trên về tới công_ty , hàng đã được kiểm_nhận và nhập kho đầy_đủ .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O
"Ngày 1/4/2020 , xuất 10 chiếc dụng_cụ Y ở trên sử_dụng cho Phân_xưởng I , phân_bổ giá_trị trong 6 tháng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O
"Ngày 31/12/2020 , Phân_xưởng I báo hỏng số dụng_cụ trên , công_ty đã tiến_hành thanh_lý và thu bằng tiền_mặt 13.200.000 đồng , đã bao_gồm thuế GTGT 10% .",B-DATE I-DATE O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE I-TAX_RATE
"Yêu_cầu : Định khoản và phản_ánh vào tài_khoản kế_toán các nghiệp_vụ phát_sinh , ghi rõ thời_điểm thực_hiện .",O O O O O O O O O O O O O O O O O O
Cho tình_hình CCDC tại Công_ty TNHH ASA như sau :,O O O O O O O O O O
STT : 1 ; Tên / chủng_loại : Bàn_ghế văn_phòng ; Ngày sử_dụng : 1/8/2020 ; Thời_gian sử_dụng : 18 tháng ; Giá_trị ban_đầu : 19.800.000 đồng .,O O O O O O O O O O O O O O B-DATE O O O O O O O O O O B-MONEY I-MONEY O
STT : 2 ; Tên / chủng_loại : Tủ tài_liệu văn_phòng ; Ngày sử_dụng : 1/2/2020 ; Thời_gian sử_dụng : 6 tháng ; Giá_trị ban_đầu : 8.100.000 đồng .,O O O O O O O O O O O O O O O B-DATE O O O O O O O O O O B-MONEY I-MONEY O
STT : 3 ; Tên / chủng_loại : Quần_áo bảo_hộ_lao_động ; Ngày sử_dụng : 1/9/2020 ; Thời_gian sử_dụng : 3 tháng ; Giá_trị ban_đầu : 12.600.000 đồng .,O O O O O O O O O O O O O O B-DATE O O O O O O O O O O B-MONEY I-MONEY O
STT : 4 ; Tên / chủng_loại : Quầy hàng ; Ngày sử_dụng : 1/6/2020 ; Thời_gian sử_dụng : 8 tháng ; Giá_trị ban_đầu : 15.600.000 đồng .,O O O O O O O O O O O O O O B-DATE O O O O O O O O O O B-MONEY I-MONEY O
