words,tags
"Số 5 : Phản_ánh các loại hoá_đơn điện_tử khác là tem điện_tử , vé điện_tử , thẻ điện_tử , phiếu thu điện_tử hoặc các chứng_từ điện_tử có tên gọi khác nhưng có nội_dung của hoá_đơn điện_tử theo quy_định tại Nghị_định 123/2020/NĐ-CP;",O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O B-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O
"Thiết_lập thời_gian để tìm_kiếm , sau đó nhấn Lấy dữ_liệu .",O O O O O O O O O O O
"Doanh_nghiệp nộp các quỹ BHXH , BHYT , BHTN và KPCĐ bằng tiền gửi ngân_hàng là 10.000.000 đồng .",O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Tra_cứu nhanh công_nợ đối_với từng nhà_cung_cấp hoặc tất_cả nhà_cung_cấp .,O O O O O O O O O O
Khai_báo các thông_tin về chứng_từ mua hàng nhập_khẩu không nhập kho :,O O O O O O O O O O O O
Bù_trừ công_nợ theo hoá_đơn,O O O B-VOUCHER_TYPE
Bù_trừ công_nợ,O O
"Vào phân hệ Bán hàng \ tab Hoá_đơn bán_lẻ xăng_dầu , nhấn Lập hoá_đơn .",O O O O O O O B-VOUCHER_TYPE O O O O O B-VOUCHER_TYPE O
"Có TK 244 Cầm_cố , ký_quỹ , ký_cược ( TT 200 )",O B-ACCOUNT_NUMBER I-ACCOUNT_NAME B-ACCOUNT_NAME I-ACCOUNT_NAME I-ACCOUNT_NAME I-ACCOUNT_NAME I-ACCOUNT_NAME O O O O
"Kế_toán căn_cứ vào Biên_bản bàn_giao , Báo_cáo quyết_toán công_trình xây_dựng_cơ_bản hoàn_thành , Quyết_định đầu_tư , hãy ghi sổ các nghiệp_vụ kể trên .",O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O
Phần_mềm cho_phép người dùng đồng_thời lấy mẫu hoá_đơn khởi tạo mới và chuyển_đổi mẫu hoá_đơn doanh_nghiệp tạo sẵn trước đó từ các phiên_bản cũ lên phiên_bản mới nhất theo quy_định tại NĐ123 thông_qua MISA meInvoice .,O O O O O O O B-VOUCHER_TYPE O O O O O O B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O
Xuất kho nguyên_liệu B có trị_giá 200.000.000 đồng để gia_công .,O O O O O O B-MONEY I-MONEY O O O
Lựa_chọn phương_thức Chuyển bảng tổng_hợp dữ_liệu hoá_đơn điện_tử đến cơ_quan thuế .,O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O
Ngày 28/07 : Nhận giấy_báo có của ngân_hàng số tiền 50.000.000 đồng .,B-DATE I-DATE O O O O O O O O B-MONEY I-MONEY O
Nhấn chọn mục cần tra_cứu lịch_sử truyền nhận .,O O O O O O O O O
Xác_định giá nhập kho vật_tư C ?,O O O O O O O
"Vào phân hệ Bán hàng , tại tab Xuất hoá_đơn .",O O O O O O O O O B-VOUCHER_TYPE O
Tôi muốn lấy dữ_liệu hoá_đơn điện_tử theo nghị_định 123/2020/NĐ-CP từ MISA meInvoice về MISA SME để hạch_toán thì làm như_thế_nào ?,O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O O
"Ngoài_ra , cơ_quan thuế cũng thực_hiện phân nhóm doanh_nghiệp , người nộp thuế , phê_duyệt đăng_ký sử_dụng hoá_đơn điện_tử có mã hoặc không có mã cho một_số đơn_vị / doanh_nghiệp .",O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O
Kiểm_tra và Nhấn_Cất chứng_từ .,O O O O O
"Nhấn "" Lấy dữ_liệu "" .",O O O O O O
Chọn_Loại điều_chỉnh hoá_đơn,O O B-VOUCHER_TYPE
Chọn loại chứng_từ mua hàng là Mua hàng nhập_khẩu không qua kho .,O O O O O O O O O O O O O
Nhấn đúp chuột vào file cài_đặt vừa tải về và đợi chương_trình thực_hiện chạy file cài_đặt .,O O O O O O O O O O O O O O O O O
Phát_hành hoá_đơn trên ứng_dụng MISA meInvoice,O B-VOUCHER_TYPE O O O O
Trường_hợp kế_toán không có nhu_cầu theo_dõi Phí trước hải_quan và Chi_phí mua hàng tại bước 3 thì không cần phải tích chọn Là chi_phí mua hàng tại bước 1 và bước 2 .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Để thực_hiện bù_trừ công_nợ theo hoá_đơn , thực_hiện theo các bước sau :",O O O O O B-VOUCHER_TYPE O O O O O O O
Xem hướng_dẫn chi_tiết tại đây .,O O O O O O
Chương_trình tự_động cập_nhật Trạng_thái xoá hoá_đơn về phần_mềm kế_toán MISA SME.NET với tần_suất 15 phút / lần .,O O O O O B-VOUCHER_TYPE O O O O O O O O O O O O
Hướng_dẫn nghiệp_vụ hoá_đơn điện_tử theo nghị_định 51/2020/NĐ-CP,O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O
Cho_phép lập tờ khai đăng_ký sử_dụng hoá_đơn điện_tử theo đúng quy_định tại NĐ 119 / NĐ-CP,O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O
Tiền gửi bán ngoại_tệ của ngân_hàng nơi doanh_nghiệp thường_xuyên có giao_dịch là 22.440 đồng .,O O O O O O O O O O O O B-MONEY I-MONEY O
"Hoá_đơn gốc ghi sai tên hàng_hoá : Tên hàng_hoá trên hoá_đơn là Áo sơ_mi nữ , Tên hàng_hoá đúng là Áo sơ_mi nam .",B-VOUCHER_TYPE O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O O O O
Sản_phẩm phụ hoàn_thành : 110.000 kWh điện ; Đơn_vị sử_dụng dịch_vụ do các bộ_phận sản_xuất phụ cung_cấp : Bộ_phận vận_chuyển : 10.000.000 đồng ;,O O O O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Thời_hạn áp_dụng : Từ 01/02/2022 đến 31/12/2022,O O O O B-DATE O B-DATE
"( Tuỳ chọn này được áp_dụng trong trường_hợp đơn_vị có nhu_cầu phát_hành hoá_đơn trên Sinvoice trước_sau đó mới lập hoá_đơn trên SME để kê_khai , hạch_toán )",O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O B-VOUCHER_TYPE O O O O O O O
Thực_hiện phân_bổ phí uỷ_thác nhập_khẩu vào giá_trị hàng nhập_khẩu nhập kho tại Bước 2 :,O O O O O O O O O O O O O O O
Doanh_nghiệp đã nhập kho phế_liệu thu_hồi có trị_giá 1.000.000 đồng .,O O O O O O O O B-MONEY I-MONEY O
"Thiết_lập riêng : Được thực_hiện bởi từng Người dùng , trên từng Chi_nhánh của từng Dữ_liệu kế_toán",O O O O O O O O O O O O O O O O O
Ký trực_tiếp qua USB Token,O O O O O
"Với mã_số thuế kết_nối chưa có tờ khai đăng_ký sử_dụng hoá_đơn điện_tử được cơ_quan thuế chấp_nhận , nếu trước đó trên Hệ_thống \ Tuỳ chọn \ Hoá_đơn , người dùng :",O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O
"Ngày 20/3 , nhập kho hàng_hoá E mua chịu của Công_ty Him_Lam theo hoá_đơn GTGT là 10.500.000 bao_gồm cả thuế GTGT 5% .",B-DATE I-DATE O O O O O O O O O O O B-VOUCHER_TYPE I-TAX_TYPE O B-MONEY O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE O
"Thiết_lập cách hiển_thị thông_tin Số_lượng , Đơn_giá , Thuế_suất , Tiền thuế trên mẫu hoá_đơn ( link sửa mẫu / 2/1 )",O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O
Hoặc gọi số hotline : 0868 190505 ( Lưu_ý : tổng_đài chỉ hỗ_trợ thủ_tục chuyển_đổi hoá_đơn điện_tử ),O O O O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
"hoá_đơn điều_chỉnh thông_tin : Kế_thừa toàn_bộ thông_tin chung trên hoá_đơn ( Đối_tượng , địa_chỉ , mã_số thuế , ... )",B-VOUCHER_TYPE O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O
"Tích chọn các mặt_hàng cần cần phân_bổ chi_phí mua hàng , sau đó nhấn Đồng_ý .",O O O O O O O O O O O O O O O O
"Mô_tả nghiệp_vụ : Khi công_ty phát_sinh các nghiệp_vụ nộp : thuế GTGT , thuế TNDN , thuế TNCN , thuế tiêu_thụ đặc_biệt … thường phát_sinh các hoạt_động sau :",O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O B-TAX_TYPE I-TAX_TYPE O B-TAX_TYPE I-TAX_TYPE O B-TAX_TYPE I-TAX_TYPE I-TAX_TYPE O O O O O O O
"Bước 1 : Người bán thông_báo với người mua về hoá_đơn sai_sót , không phải lập hoá_đơn mới .",O O O O O O O O O O B-VOUCHER_TYPE O O O O O B-VOUCHER_TYPE O O
Chọn nhập_khẩu Hoá_đơn bán hàng từ file excel .,O O B-VOUCHER_TYPE O O O O O O
Nhấn_Tiếp theo,O O
"Lưu_ý : Tích chọn Sử_dụng hoá_đơn điện_tử theo NĐ123 , TT78 trên Hệ_thống \ Tuỳ chọn \ Hoá_đơn .",O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O B-VOUCHER_TYPE O
"Tạo một mặt_hàng là "" Chiết_khấu thương_mại "" có tính_chất Chỉ là diễn_giải trên Danh_mục \ Vật_tư hàng_hoá .",O O O O O O O O O O O O O O O O O O O
Số_liệu từng loại vật_liệu tồn_kho được thể_hiện trên sổ chi_tiết :,O O O O O O O O O O O
"Chọn hoá_đơn trên danh_sách , sau đó nhấn Tải hoá_đơn điện_tử .",O B-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Hãy định khoản nghiệp_vụ nhượng bán thiết_bị sản_xuất này .,O O O O O O O O O O
Lập và phát_hành hoá_đơn EasyInvoice,O O O B-VOUCHER_TYPE O
"Trong tháng 8/2020 , Công_ty C & AE mua một thiết_bị sản_xuất bằng vốn vay dài_hạn từ ngân_hàng trị_giá chưa thuế GTGT là 1 tỷ đồng .",O B-DATE I-DATE O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O B-MONEY I-MONEY I-MONEY O
Cập_nhật số hoá_đơn / Số chứng_từ ( với PXK ) và trạng_thái phát_hành hoá_đơn về MISA SME.NET,O O O O O O O O O O O O O B-VOUCHER_TYPE O O O
Nếu chọn Hạch_toán từng dòng chi_tiết : Mỗi dòng hàng trên hoá_đơn điện_tử sẽ được hạch_toán thành một dòng trên chứng_từ nhập_khẩu .,O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O
Lập và phát_hành hoá_đơn Đại_lý hàng_hải theo Nghị_định 123 tương_tự như lập hoá_đơn cùng loại theo Nghị_định 51 và các hoá_đơn điện_tử khác .,O O O B-VOUCHER_TYPE O O O O O O O O B-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O
Phải thực_hiện chuyển_đổi sang áp_dụng hoá_đơn điện_tử có mã của cơ_quan thuế trong thời_gian 10 ngày làm_việc ( Khoản 2 Điều 5 Thông_tư 78/2021/TT-BTC),O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O O O O
"Sản_phẩm D : Điều_chỉnh giảm giá_thành sản_phẩm : Sản_phẩm hỏng không sửa_chữa được , trừ lương nhân_viên : 2.000.000 đồng .",O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
"Vào phân hệ Mua hàng , chọn Hợp_đồng mua hàng ( hoặc vào tab Hợp_đồng mua hàng , nhấn Thêm ) .",O O O O O O O B-VOUCHER_TYPE O O O O O O B-VOUCHER_TYPE O O O O O O O
"Trích_BHXH , BHYT , BHTN và KPCĐ theo tỷ_lệ quy_định .",O O O O O O O O O O O
Thiết_lập email và nội_dung email sẽ lấy theo dữ_liệu trên meInvoice Web .,O O O O O O O O O O O O O
Lưu_ý : Chương_trình tạm_thời chưa đáp_ứng tiện_ích lập biên_bản điều_chỉnh theo Nghị_định 123/2022/NĐ-CP cho hoá_đơn sai_sót theo Nghị_định 51/2010/NĐ-CP.,O O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE
Tỷ_lệ_phần_trăm ( % ) hoàn_thành : Năm thứ hai : 74%,O O O O O O O O O O O
"Đăng_nhập vào trang Quản_lý phần_mềm quản_lý cửa_hàng , vào mục Kế_toán \ Kết_nối phần_mềm kế_toán .",O O O O O O O O O O O O O O O O
Nhập_Mã số thuế của Khách_hàng muốn kiểm_tra .,O O O O O O O O
"( Hoặc trên giao_diện tab Huỷ hoá_đơn , nhấn chuột phải , chọn Huỷ hoá_đơn ) .",O O O O O O B-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE O O
Trả lương còn nợ kỳ trước cho người lao_động 54.000.000 đồng .,O O O O O O O O O B-MONEY I-MONEY O
"Tại dòng có thông_tin “ cơ_quan thuế không tiếp_nhận ” hoặc "" Dữ_liệu không hợp_lệ "" , nhấn tải file XML về để kiểm_tra nguyên_nhân .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"Mô_tả nghiệp_vụ : Khi phát_sinh các nghiệp_vụ chi khác bằng tiền_mặt , thường phát_sinh các hoạt_động sau :",O O O O O O O O O O O O O O O O O O
Nhấn_Lấy dữ_liệu từ phần_mềm quản_lý bán hàng .,O O O O O O O O
Hoá_đơn tài_chính ; Chứng_từ bán hàng ; Chứng_từ đổi trả,B-VOUCHER_TYPE O O O O O O O O O
"Khoản 4 , Điều 6 , Thông_tư 78/2021/TT-BTC: Áp_dụng hoá_đơn điện_tử đối_với một_số trường_hợp khác .",O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O
Nếu không tích chọn : Chỉ cần nhập mã xác_thực ở lần ký số đầu_tiên,O O O O O O O O O O O O O O O
Ngày 15/6/2020 : 12.000 kg x đơn_giá 10.500 đ / kg = 126.000.000 đồng .,B-DATE I-DATE O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O B-MONEY I-MONEY O
"Sau đó , lấy dữ_liệu từ Web về MISA SME để hạch_toán",O O O O O O O O O O O O
"Vào phân hệ Bán hàng , chọn Hoá_đơn .",O O O O O O O B-VOUCHER_TYPE O
Nhập số_lượng thành_phẩm còn thiếu nguyên_vật_liệu .,O O O O O O O
""" đ ) Trường_hợp theo quy_định hoá_đơn điện_tử được lập không có ký_hiệu mẫu_số hoá_đơn , ký_hiệu hoá_đơn , số hoá_đơn có sai_sót thì người bán chỉ thực_hiện điều_chỉnh mà không thực_hiện huỷ hoặc thay_thế ; """,O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O B-VOUCHER_TYPE O O B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O
Bộ_phận bán hàng : 15.000.000 đồng ;,O O O O B-MONEY I-MONEY O
Chuyển_đổi từ_mẫu hoá_đơn theo NĐ123 đã tạo trước đó .,O O B-VOUCHER_TYPE O O O O O O O
Xuất nguyên_liệu F có trị_giá 600.000.000 đồng để đầu_tư vào công_ty liên_kết X.,O O O O O B-MONEY I-MONEY O O O O O O
Có_thể xem trước nội_dung hoá_đơn trước khi chuyển thành hoá_đơn giấy bằng cách nhấn Xem hoá_đơn .,O O O O B-VOUCHER_TYPE O O O O B-VOUCHER_TYPE O O O O O B-VOUCHER_TYPE O
Có_thể xe m/s ửa lại mẫu hoá_đơn đã khởi tạo hoặc khởi tạo_mẫu hoá_đơn mới .,O O O O O O B-VOUCHER_TYPE O O O O O O B-VOUCHER_TYPE O O
"Chọn hoá_đơn trên danh_sách , sau đó nhấn Phát_hành hoá_đơn điện_tử .",O B-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Vào phân hệ Quản_lý hoá_đơn \ tab Huỷ hoá_đơn và thực_hiện lập và gửi hồ_sơ huỷ hoá_đơn theo hướng_dẫn chi_tiết tại đây,O O O O B-VOUCHER_TYPE O O O B-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE O O O O O
Công_ty cổ_phần dược_phẩm Hà_Tây mua một công_thức và cách_thức pha_chế một loại thuốc mới của công_ty dược_phẩm B với giá là 1.200.000 cổ_phiếu của Công_ty cổ_phần Traphaco .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Biết rằng điện được phân_bổ cho Quản_lý doanh_nghiệp , phân_xưởng và bán hàng theo tỷ_lệ 1:7 :",O O O O O O O O O O O O O O O O O
Cộng các khoản vay chung : 13.000.000.000 đ .,O O O O O O B-MONEY I-MONEY O
"Công_ty ABC mua một máy mới 100% với nguyên giá 500.000.000 đồng , thời_gian sử_dụng dự_tính của tài_sản_cố_định này là 10 năm ( phù_hợp với khung thời_gian theo quy_định hiện_hành ) .",O O O O O O O O O O B-MONEY I-MONEY O O O O O B-ACCOUNT_NAME O O O O O O O O O O O O O O
Nhấn_No : Giữ nguyên thiết_lập ban_đầu .,O O O O O O O
Ký_tự đầu_tiên là một ( 01 ),O O O O O O O
Doanh_nghiệp chưa thanh_toán tiền hàng cho công_ty TNHH Minh_Thư .,O O O O O O O O O O
"Xuất kho lô sản_phẩm Bột canh Thiên_Hương 200g để bán trả_chậm cho X : trị_giá xuất kho 2.500.000.000 đồng , trị_giá bán trả ngay chưa có thuế GTGT 3.120.000.000 đồng , tổng giá thanh_toán 3.600.000.000 đồng ( đã bao_gồm lãi trả_chậm và thuế GTGT ) .",O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O B-TAX_TYPE I-TAX_TYPE B-MONEY I-MONEY O O O O B-MONEY I-MONEY O O O O O O B-TAX_TYPE I-TAX_TYPE O O
Chọn các chứng_từ mua hàng được hưởng chiết_khấu thương_mại :,O O O O O O O O O O
Thời_gian sử_dụng 8 năm .,O O O O O
"Xuất kho 10.000 sản_phẩm A bán cho khách_hàng X , đơn_giá bán chưa có các khoản thuế_gián_thu là 150.000 đồng , đã thu tiền .",O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O
Hai bên đã thanh_toán bù_trừ .,O O O O O O
Giảm_giá hàng đã mua về nhập kho,O O O O O O O
Chi_phí nguyên_vật_liệu trực_tiếp : 7.800.000 đồng .,O O O O B-MONEY I-MONEY O
"Ngoài_ra , Phần_mềm kế_toán còn hỗ_trợ lập và phát_hành đối_với các loại hoá_đơn : Mẫu_Công_nghiệp chế_biến , chế_tạo ; Mẫu kinh_doanh xe ; Mẫu hoá_đơn bán hàng dành cho khu phi thuế_quan .",O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O
Tích chọn Xuất chuyển kho nội_bộ .,O O O O O O O
"Khi mua hàng có phát_sinh các chi_phí liên_quan trực_tiếp đến quá_trình thu_mua hàng_hoá như : bảo_hiểm hàng_hoá , tiền thuê kho , thuê bến_bãi , chi_phí vận_chuyển , bốc_xếp , bảo_quản đưa hàng_hoá từ nơi mua về đến kho đơn_vị , các khoản hao_hụt tự_nhiên trong định_mức phát_sinh trong quá_trình thu_mua hàng_hoá …",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Trường_hợp phát_hiện hoá_đơn điện_tử đã gửi cho người mua , có sai_sót về mã_số thuế , số tiền , tiền thuế , quy_cách , chất_lượng hàng_hoá , để lập thông_báo thay_thế hoá_đơn sai_sót gửi Cơ_quan thuế , người dùng :",O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Căn_cứ vào hợp_đồng , hoá_đơn mua hàng , biên_bản kiểm_nhận , phiếu nhập kho , chứng_từ thanh_toán , hãy định khoản các nghiệp_vụ trên .",O O B-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O
"Vật_liệu M đang đi đường : 4.000 mét , đơn_giá 24.000 đ / mét .",O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O
"Ngày 12/3 , chi tiền_mặt thanh_toán cho cửa_hàng CMG sau khi trừ chiết_khấu thanh_toán được hưởng 1% giá chưa thuế .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O
"Hoá_đơn bị xoá_bỏ là chứng_từ chuyển kho nội_bộ , gửi bán đại_lý , xuất hàng cho chi_nhánh khác hoặc là hoá_đơn độc_lập .",B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE O O
"Lô hàng đã xuất bán có trị_giá xuất kho 1.000.000.000 đồng , trị_giá bán chưa có thuế GTGT 1.250.000.000 đồng .",O O O O O O O O O B-MONEY I-MONEY O O O O O B-TAX_TYPE I-TAX_TYPE B-MONEY I-MONEY O
"Căn_cứ theo nghị_định 123/2020/NĐ-CP , thông_tư 78/2021/TT-BTC:",O O O O O O O
Phần_mềm tự_động sinh chứng_từ xoá hoá_đơn trong tab Huỷ hoá_đơn của phân hệ Hoá_đơn điện_tử .,O O O O O B-VOUCHER_TYPE O O O B-VOUCHER_TYPE O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Cách 2 : Gửi hàng_loạt hoá_đơn,O O O O O B-VOUCHER_TYPE
Chọn loại hoá_đơn sai_sót : Hoá_đơn theo NĐ123 ( Có mã của cơ_quan thuế ) \ Hoá_đơn theo NĐ123 ( Không có mã của cơ_quan thuế ) \ Hoá_đơn theo NĐ51,O O B-VOUCHER_TYPE O O B-VOUCHER_TYPE O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O O B-VOUCHER_TYPE O O
"Có TK 111 , 112 Số tiền thuế của hàng nhập_khẩu uỷ_thác ( Trường_hợp đơn_vị uỷ_thác tự nộp thuế )",O B-ACCOUNT_NUMBER I-ACCOUNT_NUMBER O B-ACCOUNT_NUMBER O O O O O O O O O O O O O O O
Theo thoả_thuận thì Công_ty phát_hành sách Hà_Nội phải trả cho Công_ty CP phát_hành sách TP. Hồ_Chí_Minh là 20.000.000 đ trên cơ_sở công_ty định_giá bản_quyền phát_hành sách văn_học là 160.000.000 đ ( chưa có thuế GTGT 10% ) .,O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O B-MONEY I-MONEY O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE O O
Bán hàng đại_lý bán đúng giá,O O O O O O
"Trên SInvoice , thực_hiện chức_năng Huỷ giao_dịch để xoá hoá_đơn",O O O O O O O O O B-VOUCHER_TYPE
Thủ_quỹ căn_cứ vào Phiếu chi đã được duyệt thực_hiện xuất quỹ tiền_mặt và ghi sổ quỹ .,O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Cho_phép người dùng Cc / Bcc tới địa_chỉ email khác thông_qua Thiết_lập gửi email đồng_thời cho hoá_đơn,O O O O O O O O O O O O O O O O B-VOUCHER_TYPE
"Chương_trình sẽ tự_động lấy lên các thông_tin tương_ứng trên chứng_từ bán hàng , người dùng có_thể sửa lại các thông_tin này ( nếu cần ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O
Các chứng_từ có_thể lấy từ phần_mềm quản_lý nhà_hàng sang phần_mềm kế_toán bao_gồm :,O O O O O O O O O O O O O
Lưu_ý : Có_thể kiểm_tra các chứng_từ đã được đánh_dấu chuyển hay chưa tại cột Đánh_dấu chuyển .,O O O O O O O O O O O O O O O O O
"Hợp_đồng cho thuê thực_hiện được 18 tháng thì không được thực_hiện tiếp , do_đó công_ty đã chuyển trả số tiền còn lại cho bên thuê sau khi trừ tiền phạt 20% trên giá thuê chưa có thuế GTGT .",B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O
Đổi vị_trí báo_cáo,O O O
"Doanh_nghiệp kinh_doanh xăng_dầu phát_hành hoá_đơn điện_tử không có mã cơ_quan thuế , đồng_thời áp_dụng cả hai phương_thức chuyển dữ_liệu hoá_đơn điện_tử",O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE
"Đem tiền_mặt gửi vào ngân_hàng 30.000.000 đồng , chưa nhận được Giấy_báo Có .",O O O O O B-MONEY I-MONEY O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Vào menu Hệ_thống \ Tuỳ chọn \ Mua hàng hoặc Bán hàng .,O O O O O O O O O O O O O
"Vật_liệu M tồn_kho : số_lượng tồn 12.000 mét , đơn_giá tồn 25.000 đ / mét .",O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O
Kiểm_tra lại dữ_liệu bảng tổng_hợp .,O O O O O O
"Lưu_ý : Trước đó , đơn_vị phải có sẵn mẫu hoá_đơn chiết_khấu hoặc sửa mẫu hoá_đơn , thì khi In hoá_đơn mới thể_hiện nội_dung khoản chiết_khấu thương_mại .",O O O O O O O O O O B-VOUCHER_TYPE O O O O B-VOUCHER_TYPE O O O O B-VOUCHER_TYPE O O O O O O O
"Trên các Chứng_từ mua hàng hoặc Chứng_từ bán hàng , nhấn kiểm_tra tình_trạng hoạt_động doanh_nghiệp .",O O O O O O O O O O O O O O O O
Phân hệ Bán hàng \ Xuất hoá_đơn,O O O O O O B-VOUCHER_TYPE
"Sản_lượng thực_tế sản_xuất trong các tháng 12/2014 , tháng 1/2015 , tháng 2/2015 và tháng 3/2015 là 16.000 sản_phẩm , 17.000 sản_phẩm , 18.000 sản_phẩm , và 20.000 sản_phẩm .",O O O O O B-DATE I-DATE O B-DATE I-DATE O B-DATE I-DATE O B-DATE I-DATE O O O O O O O O O O O O O O
"Trường_hợp xuất hoá_đơn cung_cấp dịch_vụ , người dùng lưu_ý cần chọn đúng mã hàng có tính_chất Dịch_vụ đã khai_báo trên danh_mục vật_tư hàng_hoá và nhập đầy_đủ thông_tin về thuế GTGT .",O O B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O
Tài_khoản 3411 : 300.000.000 đồng .,B-ACCOUNT_NUMBER I-ACCOUNT_NUMBER O B-MONEY I-MONEY O
Tổng chi_phí sản_phẩm dở_dang đàu kỳ : 67.500.000.000 đồng .,O O O O O O O B-MONEY I-MONEY O
Chuyển tiền ký_quỹ tại ngân_hàng để mở LC .,O O O O O O O O O
Hạch_toán nghiệp_vụ mua hàng theo lệnh sản_xuất .,O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Chỉ_tiêu : Chi_phí ước_tính để hoàn_thành : Năm 2014 : 400.000.000 đ,O O O O O O O B-DATE I-DATE O B-MONEY I-MONEY
"Với chứng_từ mua hàng có phát_sinh chiết_khấu tới từng mặt_hàng , nhập tỷ_lệ hoặc số tiền chiết_khấu trên tab Hàng tiền ( tương_ứng với từng mặt_hàng ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bước 3 : Lập chứng_từ từ hoá_đơn điện_tử,O O O O O O O O
"Vào Danh_mục \ Vật_tư hàng_hoá , chọn Vật_tư hàng_hoá",O O O O O O O O O
